Unnamed: 0,id,data,ad_page,ad_order,Title,Price,Date,Time,phone,room,loc,message,url,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,Код:
2,8045868,"300 сая ₮
Бз дүүрэг 26 хороо national park хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",99.0,3.0,,,,,,,,,,,,,,,,,,,,,,
49,8045884,"Үл Хөдлөх Мэдээллийн Төв
6.7 сая ₮
Хотын төвд avanue residence 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Баянгол, Баруун 4 зам",135.0,50.0,,,,,,,,,,,,,,,,,,,,,,
14,8045895,"1.15 Тэрбум ₮
Jardin residence хотхонд 4 өрөө орон сууц
Өнөөдөр
УБ — Хан-Уул, Зайсан",2.0,15.0,,,,,,,,,,,,,,,,,,,,,,
12,8045895,,2.0,13.0,Jardin residence хотхонд 4 өрөө орон сууц,1.15 Тэрбум ₮,2024-03-18,10:33,,4 өрөө,"УБ — Хан-Уул, Зайсан","
#ХУД Зайсанд байрлах Jardin residence хотхонд 4 өрөө орон сууц худалдана
- 190 мкв | 4 өрөө
- 6/4 давхарт | Баруун болон урагш
- 3 ариун цэврийн өрөөтэй
- Дулаан зогсоолтой үнэ 50сая₮

Үнэ: 1,150,000,000 сая₮",https://www.unegui.mn/adv/8045895_zaisand-bairlakh-jardin-residence-khotkhond-4-oroo-oron-suuts-khudaldana/,Паркет,2 тагттай,2018.0,Байгаа,Вакум,6.0,Бүргэд,190.0 м²,4.0,Лизинггүй,4.0,Ашиглалтад орсон,
7,8045932,"190 сая ₮
3,4 хороололд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",86.0,8.0,,,,,,,,,,,,,,,,,,,,,,
23,8045938,"120 сая ₮
Jukowt 2 oroo bair
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 5",123.0,24.0,,,,,,,,,,,,,,,,,,,,,,
7,8046034,"80 сая ₮
5 шард 1 өрөө байр
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 5 шар",121.0,8.0,,,,,,,,,,,,,,,,,,,,,,
7,8046048,"5.5 сая ₮
Ганданд ганган апартмэнт 2 д 3 өрөө байр
2 өдрийн өмнө
УБ — Баянгол, Гандан",33.0,8.0,,,,,,,,,,,,,,,,,,,,,,
16,8046080,"2.95 сая ₮
100 айл жоби төвийн хойно 2 өрөө байр 47.0 мк.
4 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 10",154.0,17.0,,,,,,,,,,,,,,,,,,,,,,
11,8046100,"499.4 сая ₮
Солонгос элчингийн хажууд 4 өрөө орон сууц
Өчигдөр
УБ — Сүхбаатар",23.0,12.0,,,,,,,,,,,,,,,,,,,,,,
12,8046200,"4.8 сая ₮
Khan hills хотхонд 4 өрөө 140,7м2
Өнөөдөр
УБ — Хан-Уул, River Garden",2.0,13.0,,,,,,,,,,,,,,,,,,,,,,
10,8046200,,2.0,11.0,"Khan hills хотхонд 4 өрөө 140,7м2",4.8 сая ₮,2024-03-18,11:55,,4 өрөө,"УБ — Хан-Уул, River Garden","
Хан Хиллс хотхонд 2019 онд ашиглалтад орсон 4 өрөө маш гоё байр яаралтай хямд өгнө.
+ Хотхоны баруун талын 530-р байр
+ 2 ванн, том тагт, баруун зүүн харсан цонхнуудтай.
+ Гал тогооны тавилга /GanBros/, үүдний шкаф, хувцасны шкаф дагалдана.
+ Бартер сонсоно. Энэ нөхцөлд м.кв-ийг 5.3 саяд тооцно.",https://www.unegui.mn/adv/8046200_khan-hills-khotkhond-4-oroo-zarna/,Паркет,1 тагттай,2019.0,Байхгүй,Төмөр вакум,14.0,Төмөр,140.7 м²,5.0,Банкны лизингтэй,8.0,Ашиглалтад орсон,
36,8046211,"443.52 сая ₮
Global town - глобал таун хотхонд 3 өрөө байр 79м2
3 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",2.0,37.0,,,,,,,,,,,,,,,,,,,,,,
34,8046211,,2.0,35.0,Global town - глобал таун хотхонд 3 өрөө байр 79м2,443.52 сая ₮,2024-03-15,23:05,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
Global town / Глобал таун B байр 🏢 79.2мкв
3 өрөө байр зарна, ипотект хамрагдах боломжтой, бүх өрөө нар 🌞🌝🌕 тусна, өрөөнүүдийн зохион байгуулалт гоё

📍Байршил: Стадион/Төв цэнгэлдэх хүрээлэнгийн зүүн хойно, Galaxy tower-ийн урд, Солонгос элчингийн баруун талд
🚌 120 мянгат автобусны буудал, 🎢 Хотын төвд ойрхон

🏫 Сургууль: Улсын 130-р сургуулийн хажууд, Орчлон сургуультай ойрхон

* Талбай: 79.2мкв 3 өрөө
* Давхар: 22/12
* Үнэ: 5,6сая | 443,5сая

🏢 Цонх: шалнаасаа тааз хүртэл, цэлгэр саруулхан.
Баруун урагш (стадион), баруун, баруун хойш (хотын төв) гоё 🌞🌝🌕 харууцтай

🗓️ 2024 оны 2 сард Улсын комисс хүлээж авсан, ашиглалтад орсон

📮Хаяг: Хан-Уул дүүрэг, 𝟏𝟓-р хороо, Махатма Гандигийн гудамж

🏢Экстерьер, интерьер дизайны шинэлэг шийдлийг орчин үеийн хэв маягт хослуулсан

* Төмөр бетон бүрэн цутгамал
* Шилэн болон металл фасад
* Глобал молл худалдаа үйлчилгээний төвтэй
* Ухаалаг 🗝️ домофон систем",https://www.unegui.mn/adv/8046211_global-taun-khltkhond-3-oroo-bair-zarna/,Паркет,1 тагттай,2024.0,Байгаа,Вакум,22.0,Бүргэд,79.2 м²,12.0,Банкны лизингтэй,3.0,Ашиглалтад орсон,
9,8046236,"3.35 сая ₮
2 uruu bair
4 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 11",153.0,10.0,,,,,,,,,,,,,,,,,,,,,,
1,8046267,"329 сая ₮
Zaisan luxury village хотхонд 94 мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",82.0,2.0,,,,,,,,,,,,,,,,,,,,,,
48,8046274,"680 сая ₮
Зайсан, royal green villa хотхонд 160м2 4 өрөө
4 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",150.0,49.0,,,,,,,,,,,,,,,,,,,,,,
39,8046325,"Remax HUB Khongorzul
435.21 сая ₮
Global town хотхонд 3 өрөө
1 сарын өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 11",155.0,40.0,,,,,,,,,,,,,,,,,,,,,,
6,8046353,"380 сая ₮
Нарны хороололын хажууд 9 эрдэнэ хотхонд 3өрөө орон сууц 82мкв
2 долоо хоногийн өмнө
УБ — Баянгол, Нарны хороолол",127.0,7.0,,,,,,,,,,,,,,,,,,,,,,
30,8046596,"Properties
2.8 сая ₮
Яармаг арцат өргөө хотхонд 3 өрөө 93.3м2 байр
Virtual tour
2 өдрийн өмнө
УБ — Хан-Уул, Яармаг",33.0,31.0,,,,,,,,,,,,,,,,,,,,,,
0,8046608,"Remax HUB Samdan
170 сая ₮
19 р хороолол үйлчилгээний төвийн баруун талд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",100.0,1.0,,,,,,,,,,,,,,,,,,,,,,
9,8046609,"Enkhtaivan
195 сая ₮
19р хороололд 3 өрөө 44м2 орон сууц
3 өдрийн өмнө
УБ — Хан-Уул, 19-р хороолол",42.0,10.0,,,,,,,,,,,,,,,,,,,,,,
1,8046645,"90 сая ₮
Офицерт 1 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",89.0,2.0,,,,,,,,,,,,,,,,,,,,,,
6,8046746,"Realtor Bilguun
264 сая ₮
Бөхийн өргөөний хойно 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 3",84.0,7.0,,,,,,,,,,,,,,,,,,,,,,
0,8046878,"3.4 сая ₮
Хотын а байршилд бага тойрууд гал тогоо тусдаа 2 өрөө байр 54м2
1 сарын өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 8",155.0,1.0,,,,,,,,,,,,,,,,,,,,,,
54,8046882,"820 сая ₮
Энхтайваны гүүр, шинэ төгөл хотхонд 148.4 мкв 5 өрөө байр
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 2",10.0,55.0,,,,,,,,,,,,,,,,,,,,,,
46,8046882,,10.0,47.0,"Энхтайваны гүүр, шинэ төгөл хотхонд 148.4 мкв 5 өрөө байр",820 сая ₮,2024-03-18,15:05,,5+ өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 2","
📣ХУДАЛДАНА

🌇УБ хот СБД 2-р хороо
Шинэ Төгөл хотхонд 5 өрөө байр худалдана

- Хотын төв ААА бүс
- 148.4м2
- Баруун болон зүүн харсан харууцтай
- Мастертай
- 2000 онд ашиглалтанд орсон
- Гаражгүй
- Зогсоол сайтай
- Нийтийн харуул хамгаалалттай
- Улсын сургууль, цэцэрлэг дэргэдээ
- 4 тагт, 9 цонхтой

💰820 сая",https://www.unegui.mn/adv/8046882_enkhtaivany-guur-shine-togol-khotkhond-148-4-mkv-5-oroo-bair/,Паркет,3+ тагттай,2000.0,Байхгүй,Вакум,4.0,Бүргэд,148.4 м²,2.0,Банкны лизингтэй,8.0,Ашиглалтад орсон,
59,8046923,"828 сая ₮
Golden budda 3өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",97.0,60.0,,,,,,,,,,,,,,,,,,,,,,
4,8046950,"181 сая ₮ 191 сая ₮
Баянгол дүүрэг алтай хотхонд 3 өрөө
Өнөөдөр
УБ — Баянгол, Алтай хотхон",18.0,5.0,,,,,,,,,,,,,,,,,,,,,,
56,8046950,,17.0,57.0,Баянгол дүүрэг алтай хотхонд 3 өрөө,"181 сая ₮
191 сая ₮ үнэ тохирно",2024-03-18,10:30,,3 өрөө,"УБ — Баянгол, Алтай хотхон","
Алтай хотхоны чанартай баригдсан блокд, цэвэрхэн дулаахан, 61.6мкв, 3 өрөө орон сууц худалдана.

-2013 онд ашиглалтанд орсон
-10\4 давхарт
-зүүн болон хойшоо харсан цонхтой
-1 тагттай. Тагт вакум хаалттай
-гал тогооны тавилга үлдэнэ
-гэрчилгээ бэлэн
-маш цэвэрхэн дулаахан, тохилог.",https://www.unegui.mn/adv/8046950_baiangol-duureg-altai-khotkhond-3-oroo/,Паркет,1 тагттай,2012.0,Байхгүй,Вакум,10.0,Бүргэд,61.6 м²,4.0,Лизинггүй,4.0,Ашиглалтад орсон,
36,8046972,"850 сая ₮
Хотын төв шангрилагын зүүн талд 120м2 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",126.0,37.0,,,,,,,,,,,,,,,,,,,,,,
10,8046986,"148 сая ₮
3 хороололд 53м2 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",96.0,11.0,,,,,,,,,,,,,,,,,,,,,,
53,8047006,"Мидос Проперти
219 сая ₮
Зүүнхүрээ хотхон 2 өрөө 65.6мкв
2 долоо хоногийн өмнө
УБ — Баянзүрх, Зүүн 4 зам",129.0,54.0,,,,,,,,,,,,,,,,,,,,,,
22,8047009,"Realtor Bilguun
255 сая ₮
Нарны замын хойно ногоон төгөл хотхонд 3 өрөө 68м2
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",21.0,23.0,,,,,,,,,,,,,,,,,,,,,,
19,8047059,"Энхбаатар
165 сая ₮
Яармаг энканто оранж таун хотхонд 3 өрөө орон сууц
Virtual tour
Өнөөдөр
УБ — Хан-Уул, Яармаг",19.0,20.0,,,,,,,,,,,,,,,,,,,,,,
11,8047059,,19.0,12.0,Яармаг энканто оранж таун хотхонд 3 өрөө орон сууц,165 сая ₮,2024-03-18,09:51,,3 өрөө,"УБ — Хан-Уул, Яармаг",,https://www.unegui.mn/adv/8047059_iaarmag-enkanto-oranzh-taun-khotkhond-3-oroo-oron-suuts/,Паркет,Тагтгүй,2018.0,Байхгүй,Вакум,15.0,Бүргэд,48.66 м²,15.0,Лизинггүй,3.0,Ашиглалтад орсон,
8,8047079,"177.5 сая ₮
3 хороололд бартерын 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",96.0,9.0,,,,,,,,,,,,,,,,,,,,,,
6,8047101,"155 сая ₮
2 өрөө 54.5м2 байр
3 өдрийн өмнө
УБ — Сонгинохайрхан, 5 шар",43.0,7.0,,,,,,,,,,,,,,,,,,,,,,
4,8047192,"3.6 сая ₮
Дөлгөөн нуурт 59.52мкв 2 өрөө
Virtual tour
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Дөлгөөн нуур",93.0,5.0,,,,,,,,,,,,,,,,,,,,,,
5,8047206,"3.5 сая ₮
Happiness town 2 өрөө 57м2
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 6",118.0,6.0,,,,,,,,,,,,,,,,,,,,,,
11,8047219,"470 сая ₮
Global town 3 өрөө 86.41мкв байр
2 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 18",114.0,12.0,,,,,,,,,,,,,,,,,,,,,,
7,8047235,"135 сая ₮
Бзд цайз 49 мкв lux 16 apartment-д 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",119.0,8.0,,,,,,,,,,,,,,,,,,,,,,
39,8047257,"110 сая ₮
Чд-т хотхон 3 өрөө 73.1мкв байр
6 өдрийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 8",68.0,40.0,,,,,,,,,,,,,,,,,,,,,,
9,8047306,"Remax Sky Onon
820 сая ₮
Alpha zone апартмент-д 𝟏𝟑𝟒 мкв 𝟓 өрөө орон сууц 134.0 мкв
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",81.0,10.0,,,,,,,,,,,,,,,,,,,,,,
22,8047327,,13.0,23.0,Santo apartment 2 өрөө 61м2 байр,4.2 сая ₮,2024-03-18,13:11,,2 өрөө,"УБ — Баянзүрх, Баянмонгол хороолол","
Баянмонгол хороолол урд Санто смарт хотхонд 61,1 мкв талбайтай, бүх цонх урагшаа харсан, дулаахан 2 өрөө байрыг худалдана
Мкв-4,200,000",https://www.unegui.mn/adv/8047327_santo-apartment-2-oroo-bair/,Паркет,1 тагттай,2017.0,Байхгүй,Вакум,15.0,Бүргэд,61.0 м²,6.0,Лизинггүй,2.0,Ашиглалтад орсон,
49,8047374,"3.9 сая ₮
19-р хороолол cozy apartment-д 3 өрөө 76м2 байр
5 өдрийн өмнө
УБ — Хан-Уул, 19-р хороолол",1.0,50.0,,,,,,,,,,,,,,,,,,,,,,
49,8047374,,1.0,50.0,19-р хороолол cozy apartment-д 3 өрөө 76м2 байр,3.9 сая ₮,2024-03-13,23:44,,3 өрөө,"УБ — Хан-Уул, 19-р хороолол",,https://www.unegui.mn/adv/8047374_3-oroo-bair-zarna/,Паркет,1 тагттай,2023.0,Байхгүй,Мод,16.0,Бүргэд,76.0 м²,8.0,Лизинггүй,3.0,Ашиглалтад орсон,
57,8047394,"218 сая ₮
Viva city-д 4 өрөө 116.9 мкв
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",46.0,58.0,,,,,,,,,,,,,,,,,,,,,,
30,8047451,"Remax Sky Nyamka
267 сая ₮ 282 сая ₮
Wells residence-д 52,3 м.кв 2 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",106.0,31.0,,,,,,,,,,,,,,,,,,,,,,
48,8047535,"Daashka
428 сая ₮
Tokyo town2 3өрөө 75.0 мкв
2 өдрийн өмнө
УБ — Хан-Уул, 120 мянгат",32.0,49.0,,,,,,,,,,,,,,,,,,,,,,
29,8047553,"5.3 сая ₮
Бнсу-ын эся-ны баруун талд global town 65,42mkv 2 uruu
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",50.0,30.0,,,,,,,,,,,,,,,,,,,,,,
38,8047615,"96 сая ₮
Алтай хотхоны замын урд гэрэлт өргөө хотхонд 1 өрөө 31м2 байр
1 долоо хоногийн өмнө
УБ — Баянгол, Алтай хотхон",85.0,39.0,,,,,,,,,,,,,,,,,,,,,,
19,8047711,"165 сая ₮
Баганат хороолол 2 өрөө байр 54.0 мкв
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 8",61.0,20.0,,,,,,,,,,,,,,,,,,,,,,
56,8047720,"110 сая ₮
Сонсголон elegance хотхонд 6 давхарт 53 м2 2 өрөө байр
3 өдрийн өмнө
УБ — Сүхбаатар",40.0,57.0,,,,,,,,,,,,,,,,,,,,,,
48,8047746,"720 сая ₮
Khan hills хотхонд 140 мкв 4 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",138.0,49.0,,,,,,,,,,,,,,,,,,,,,,
50,8047780,"210 сая ₮
Хангарьд сити-1 3 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",115.0,51.0,,,,,,,,,,,,,,,,,,,,,,
35,8047810,"681.6 сая ₮
Худ, akoya residence 4 өрөө байр 142м2
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",147.0,36.0,,,,,,,,,,,,,,,,,,,,,,
1,8047812,"215 сая ₮ 240 сая ₮
Сансарт 33-р сургуулийн хажууд гал тогоо тусдаа 3 өрөө байр 75м2
2 өдрийн өмнө
УБ — Баянзүрх, Сансар",34.0,2.0,,,,,,,,,,,,,,,,,,,,,,
54,8047814,"271.5 сая ₮
Sunny town хотхонд 3 өрөө байр 71м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",109.0,55.0,,,,,,,,,,,,,,,,,,,,,,
42,8047840,"5 сая ₮
Яармаг буянт гарден хотхонд 4 өрөө орон сууц
Virtual tour
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",76.0,43.0,,,,,,,,,,,,,,,,,,,,,,
32,8047881,"365.34 сая ₮
Global town 65,24м2 2 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, 120 мянгат",65.0,33.0,,,,,,,,,,,,,,,,,,,,,,
12,8047892,"5.7 сая ₮
Tokyo town 2-т 75,01м2 3 өрөө
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",118.0,13.0,,,,,,,,,,,,,,,,,,,,,,
24,8047900,"Platin
723 сая ₮
Timeclassic tower 108мкв 4 өрөө хагас тавилгатай байр
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",51.0,25.0,,,,,,,,,,,,,,,,,,,,,,
31,8047908,"5.6 сая ₮
Global town 104,5м2 3 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, 120 мянгат",65.0,32.0,,,,,,,,,,,,,,,,,,,,,,
29,8047914,"3.98 сая ₮
Golden buddha 289м2 5 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, Зайсан",65.0,30.0,,,,,,,,,,,,,,,,,,,,,,
30,8047923,"850 сая ₮
Buddha vista 122м2 4 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, 120 мянгат",65.0,31.0,,,,,,,,,,,,,,,,,,,,,,
37,8047930,"165 сая ₮
Алтаргана хотхонд 2 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",76.0,38.0,,,,,,,,,,,,,,,,,,,,,,
34,8047968,"235 сая ₮
Худ goyol residence 59.22mkb 2 өрөө
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 16",146.0,35.0,,,,,,,,,,,,,,,,,,,,,,
7,8048012,"370 сая ₮
Тэнгис кинотеатр хойно гантын байранд 98,3м.кв 3 өрөө орон сууц
1 долоо хоногийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 5",101.0,8.0,,,,,,,,,,,,,,,,,,,,,,
17,8048103,"Remax Sky Bulgan
160 сая ₮
4-р хороолол говь сауны урд 3 өрөө 61м2 байр
3 өдрийн өмнө
УБ — Баянгол, 3, 4 хороолол",44.0,18.0,,,,,,,,,,,,,,,,,,,,,,
36,8048182,"103 сая ₮
Nisehed 42.97mk 2 uruu
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",103.0,37.0,,,,,,,,,,,,,,,,,,,,,,
36,8048200,"Dashka
428 сая ₮
Tokyo town-2 3 өрөө 75.1м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",79.0,37.0,,,,,,,,,,,,,,,,,,,,,,
33,8048208,"Dashka
710.28 сая ₮
United apartment 4 өрөө орон сууц 139.27м2
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",83.0,34.0,,,,,,,,,,,,,,,,,,,,,,
17,8048215,"325 сая ₮
Бзд, мандах наран хотхонд 110мкв пентхаус 3 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",107.0,18.0,,,,,,,,,,,,,,,,,,,,,,
14,8048234,"Remax Sky Uranchimeg
528 сая ₮
Alpha zone хотхонд 96мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",78.0,15.0,,,,,,,,,,,,,,,,,,,,,,
32,8048239,"Remax Sky Uranchimeg
820 сая ₮
Alpha zone 134 мкв 5 өрөө
Өнөөдөр
УБ — Хан-Уул, Хан-Уул, Хороо 15",17.0,33.0,,,,,,,,,,,,,,,,,,,,,,
24,8048239,,17.0,25.0,Alpha zone 134 мкв 5 өрөө,820 сая ₮,2024-03-18,10:46,,5+ өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
®️ #𝐀𝐋𝐏𝐇𝐀 #𝐙𝐎𝐍𝐄 бизнес зэрэглэлийн апартмент-д 𝟏𝟑𝟒мкв 𝟓 өрөө #бартерын орон сууц худалдана ®️
ҮНЭ: 𝟖𝟐𝟎 сая🌾 |
Khan Bank #TDB банкны зээл шийднэ

- 𝟐𝟑/𝟐𝟎 давхарт зүүн ба хойшоо урагшаа харууцтай
- 𝟏 зочны өрөө гал тогоо
- 𝟏 мастер унтлагын өрөө
- 𝟐 хүүхдийн өрөө
- 𝟏 ажлын өрөө
- 𝟐 ариун цэврийн өрөө
- 𝟐 шилэн тагттай
- Хувцасны өрөө",https://www.unegui.mn/adv/8048239_alpha-zone-134-mkv-5-oroo/,Паркет,2 тагттай,2024.0,Байхгүй,Вакум,23.0,Төмөр,134.0 м²,20.0,Лизинггүй,6.0,Ашиглалтад орсон,
31,8048251,"Remax Sky Uranchimeg
428 сая ₮
Tokyo town2 75.1мкв 3 өрөө байр
Өнөөдөр
УБ — Хан-Уул, Хан-Уул, Хороо 15",17.0,32.0,,,,,,,,,,,,,,,,,,,,,,
23,8048251,,17.0,24.0,Tokyo town2 75.1мкв 3 өрөө байр,428 сая ₮,2024-03-18,10:47,,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
✅️TOKYO TOWN-2

2024 оны 1-р улирал буюу
удахгүй ашиглалтанд орох:

75.1мкв | 3 өрөө | 4 давхарт
ХУДАЛДАНА

💎Харууц гоё зүүн харсан цонхтой
💎Агаар сэлгэлт сайн
💎Тоглоомын талбайд машин орохгүй,
эрүүл аюулгүй орчин
💎Цөөн айлтай учир ашиглалт элэгдэл
гэмтэл бага, давхартаа цөөн айлтай

✅Сургууль Цэцэрлэгтэй ойр
✅Худалдаа үйлчилгээний төвүүдтэй ойр
✅Цэцэрлэгт хүрээлэнтэй ойр
✅Хотын төвтэй ойр .
Нийт 428 сая
Үнэ: 5,7сая",https://www.unegui.mn/adv/8048251_tokyo-town2-75-1mkv-3-oroo/,Паркет,1 тагттай,2024.0,Байхгүй,Вакум,16.0,Төмөр,75.1 м²,4.0,Лизинггүй,3.0,Ашиглалтад ороогүй,
33,8048365,"Remax Sky Uranchimeg
1.3 Тэрбум ₮
Sky garden хотхонд 159 мкв 4 өрөө байр
Өнөөдөр
УБ — Хан-Уул, River Garden",17.0,34.0,,,,,,,,,,,,,,,,,,,,,,
25,8048365,,17.0,26.0,Sky garden хотхонд 159 мкв 4 өрөө байр,1.3 Тэрбум ₮,2024-03-18,10:46,,4 өрөө,"УБ — Хан-Уул, River Garden","
Sky Garden residence хотхон 159мкв 4 өрөө байр худалдана.


303 р байр
- 22/3 давхарт
- Урагшаа хойшоо болон зүүн харсан цонхтой

Үнэ 1,3 тэрбум",https://www.unegui.mn/adv/8048365_sky-garden-shine-159-mkv-4-oroo/,Паркет,1 тагттай,2023.0,Байхгүй,Вакум,18.0,Төмөр,159.0 м²,3.0,Лизинггүй,5.0,Ашиглалтад орсон,
10,8048377,"4.2 сая ₮
СБД 5 хороо циркийн баруун талд 4 өрөө 88.7м2 байр
4 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 5",52.0,11.0,,,,,,,,,,,,,,,,,,,,,,
12,8048435,"Erdenechimeg Platin
828 сая ₮
Зайсан голден будда 148мкв 3 өрөө
6 өдрийн өмнө
УБ — Хан-Уул, Зайсан",69.0,13.0,,,,,,,,,,,,,,,,,,,,,,
59,8048728,"185.92 сая ₮
Дөлгөөннуур жаргалтай хотхонд 2 өрөө
4 өдрийн өмнө
УБ — Сүхбаатар",44.0,60.0,,,,,,,,,,,,,,,,,,,,,,
55,8048732,"3.6 сая ₮
Мишээл хотхон 43мкв 2 өрөө байр
1 сарын өмнө
УБ — Хан-Уул, Мишээл",155.0,56.0,,,,,,,,,,,,,,,,,,,,,,
54,8048754,"3.6 сая ₮
Мишээл хотхонд 47м2 2 өрөө байр
1 сарын өмнө
УБ — Хан-Уул, 19-р хороолол",155.0,55.0,,,,,,,,,,,,,,,,,,,,,,
31,8048816,"6.7 сая ₮
Гэрлүг вистад 16 давхрын 97м2 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 16",149.0,32.0,,,,,,,,,,,,,,,,,,,,,,
25,8048821,"123 сая ₮
Altai hothonii hoino middle river apartmentd 41m2 2-uruu bair
2 долоо хоногийн өмнө
УБ — Баянгол, Алтай хотхон",114.0,26.0,,,,,,,,,,,,,,,,,,,,,,
51,8048856,"209 сая ₮
Бичил 6 д 3 өрөө байр
1 сарын өмнө
УБ — Баянгол, 6-р бичил",155.0,52.0,,,,,,,,,,,,,,,,,,,,,,
48,8048874,"99 сая ₮
Баганат хороололд 1 өрөө
1 сарын өмнө
УБ — Сүхбаатар",155.0,49.0,,,,,,,,,,,,,,,,,,,,,,
49,8048876,"135 сая ₮
Бзд офцерт 2 өрөө
1 сарын өмнө
УБ — Баянзүрх, Офицер",155.0,50.0,,,,,,,,,,,,,,,,,,,,,,
24,8048992,"282 сая ₮
Төмөр зам premium apartment 2 oroo 67m2
5 өдрийн өмнө
УБ — Баянгол, Төмөр зам",55.0,25.0,,,,,,,,,,,,,,,,,,,,,,
46,8049026,"3.1 сая ₮
Selbe hothond 3 oroo zogsooltoi bair
1 сарын өмнө
УБ — Сүхбаатар, 5-р хороолол",155.0,47.0,,,,,,,,,,,,,,,,,,,,,,
26,8049042,"220 сая ₮
Бзд 26-р хороо true l хотхоны баруун талд global park хотхонд 53 мкв 3 өрөө
Өчигдөр
УБ — Баянзүрх, Баянзүрх, Хороо 26",25.0,27.0,,,,,,,,,,,,,,,,,,,,,,
