Unnamed: 0,id,data,ad_page,ad_order
52,520808,"300 сая ₮
11 хороололд 80м2 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, 11-р хороолол",105,53
26,1327550,"200 сая ₮
Сансарт 80мкв 2 өрөө байр
2 өдрийн өмнө
УБ — Баянзүрх, Сансар",33,27
51,2303695,"270 сая ₮
11р хороололд 3 өрөө байр 94м2
1 долоо хоногийн өмнө
УБ — Сүхбаатар, 11-р хороолол",105,52
33,2317839,"321.8 сая ₮
Зайсанд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",116,34
37,2585427,"143.09 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",99,38
28,2626990,"600 сая ₮
Зайсан, golden vill хотхонд 134.32мкв 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",99,29
27,2973971,"850 сая ₮
Уб сувилалын зүүн урд, 115-р сургуулийн хойд талд 7 өрөө дуплекс
1 долоо хоногийн өмнө
УБ — Хан-Уул, Цэлмэг хотхон",99,28
26,3174806,"143.09 сая ₮
Нисэх, сөүл гарден хотхонд 2 өрөө байр 43.36m2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",99,27
54,3292229,"372 сая ₮
Акоёо резидэнс 3 өрөө байр 83м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",131,55
55,3425289,"300 сая ₮
11 р хороололд 10 р байрны 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, 11-р хороолол",105,56
59,3752042,"5.7 сая ₮
Жапан таунд 3 өрөө байр 79.9м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",82,60
6,3759983,"450 сая ₮
Жапан таун хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",82,7
27,3794031,"515.2 сая ₮
King tower хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, King Tower",82,28
4,3969968,"345 сая ₮
Хүннү молл дэлгүүрийн замын урд байрлалтай, хүннү тауэрт 3 өрөө байр
Өчигдөр
УБ — Хан-Уул",30,5
58,4045013,"485.5 сая ₮
Мишээл экспо-н баруун талд, мишээл сити хотхонд 3 өрөө байр 107.9м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",82,59
57,4181852,"125 сая ₮
Хууль сахиулах их сургуулийн хойно, харуул алтай хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",82,58
56,4182220,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",82,57
19,4214853,"75 сая ₮ 85 сая ₮
16-р хороолол, саруул тэнгэр 2 хотхонд 1 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",82,20
11,4224390,"249.6 сая ₮
Арцат -2 хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",82,12
12,4224435,"143.09 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",82,13
18,4224701,"125 сая ₮
Харуул алтай хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",82,19
17,4224715,"485.5 сая ₮
Мишээл экспо-н баруун талд, мишээл сити хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",82,18
16,4224739,"515.2 сая ₮
King tower-т 3өрөө байр 114.5м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",82,17
27,4266590,"663.55 сая ₮
Time classic tower хотын төвд 102.57мкв 3 өрөө
2 долоо хоногийн өмнө
УБ — Чингэлтэй, 50 мянгат",119,28
28,4266618,"5.84 сая ₮
Хотын төвд time classic tower 4 өрөө 116.66м2
2 долоо хоногийн өмнө
УБ — Чингэлтэй, 50 мянгат",119,29
12,4280422,"510 сая ₮
Олонлог академи сургуулийн хажууд 4 өрөө
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",128,13
33,4376402,"125 сая ₮
Харуул алтай хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Амгалан",82,34
52,4623219,"249.6 сая ₮
Арцат 2 хотхонд 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",82,53
29,4780518,"6.57 сая ₮
Time classic tower 5 uruu
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",119,30
31,4912614,"143 сая ₮
Сөүл гарден хотхонд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",82,32
2,4936553,"345 сая ₮
Хүннү тауэрт 3 өрөө байр
Өчигдөр
УБ — Хан-Уул",30,3
7,4952750,"119 сая ₮
Нүхтэд 58.3м2 2 өрөө байр
2 өдрийн өмнө
УБ — Хан-Уул, Яармаг",36,8
28,5032440,"600 сая ₮
Зайсан, golden vill хотхон 4 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",82,29
