Unnamed: 0,id,data,ad_page,ad_order
38,6083119,"295 сая ₮
10-р хороололд 160м2 1 давхарын өргөтгөлтэй гал тогоо тусдаа 3 өрөө
3 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",133,39
0,6104016,"201.63 сая ₮
Худ 15 хороо дөл хотхонд 57.61м2 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, 19-р хороолол",82,1
40,6104046,"255 сая ₮
Худ 19 хороо дөл хотхонд 72,86м2 3 өрөө
2 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",25,41
15,6118628,"2.7 сая ₮
Гарден вилла 4 өрөө 74.34м2
Өчигдөр
УБ — Хан-Уул, Яармаг",1,16
24,6122565,"171.94 сая ₮ 232.5 сая ₮
арга билиг хотхонд 2 өрөө байр 53.73м2
3 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 11",45,25
52,6153583,"260 сая ₮
Олимп хотхонд 3 өрөө байр 64.3m2
3 өдрийн өмнө
УБ — Баянзүрх, Олимп хотхон",42,53
47,6156318,"720 сая ₮
Ncd vega city 3 uruu 104 m2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",99,48
33,6169103,"Mandal
509.36 сая ₮
Energy luxury residence хотхонд 3 өрөө 113.19m2
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",39,34
25,6171892,"2.9 сая ₮
Худ 6 өрөө дуплекс байр 210м2
4 өдрийн өмнө
УБ — Хан-Уул, Оддын хороолол",48,26
8,6189441,"350 сая ₮
Hunnu tower-д 3 өрөө байр
4 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",147,9
39,6202650,"178.8 сая ₮
Худ 11 хороо зайсан толгойн зүүн талд 54.2м2 2өрөө
2 өдрийн өмнө
УБ — Хан-Уул, Зайсан",25,40
23,6240959,"71.3 сая ₮
Цайз захын баруун талд 2 өрөө
2 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 15",34,24
24,6243379,"77.5 сая ₮
Цайз захын баруун талд 2 өрөө байр 50м2
2 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",34,25
12,6265286,"215 сая ₮
Суис-ийн баруун хойно 58мкв 2 өрөө байр
Virtual tour
4 өдрийн өмнө
УБ — Чингэлтэй, Чингэлтэй, Хороо 6",56,13
31,6290326,"130 сая ₮ 150 сая ₮
Налайх дүүрэгт 3 өрөө
1 долоо хоногийн өмнө
УБ — Налайх",89,32
1,6299813,"3 сая ₮
Зайсанд 144мкв 4 өрөө
3 өдрийн өмнө
УБ — Хан-Уул, Зайсан",39,2
43,6341848,"186.58 сая ₮
Москва хороололд 56мкв 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Москва хороолол",125,44
45,6354686,"370 сая ₮
Тээврийн товчоонд 4 өрөө 122.6м2
3 долоо хоногийн өмнө
УБ — Баянгол, Тээврийн товчоо",132,46
7,6375990,"3.8 сая ₮
Бзд, 3-р хороо, 165.4мкв 4 өрөө байр
Өнөөдөр
УБ — Баянзүрх, 13-р хороолол",1,8
33,6400741,"83 сая ₮
Нисэх, буянт-ухаа 1 хороололд 1 өрөө байр
3 өдрийн өмнө
УБ — Хан-Уул, Нисэх",44,34
43,6402365,"569.43 сая ₮
Жаргалан хотхонд 6 өрөө дуплекс
5 өдрийн өмнө
УБ — Хан-Уул, Нархан хотхон",65,44
32,6407120,"Mandal
197.13 сая ₮
Баянзүрх хороололд 3 өрөө
3 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",39,33
14,6416235,"2.3 сая ₮
3 oroo bair
Өнөөдөр
УБ — Сонгинохайрхан, 1-р хороолол",10,15
58,6427658,"145 сая ₮
100 айлд 2 өрөө байр 45м2
2 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",117,59
1,6444651,"158 сая ₮
Шинэ налайх хороололд 3 өрөө 71.97м2
2 долоо хоногийн өмнө
УБ — Налайх",125,2
45,6467189,"235.38 сая ₮
Москва хороололд 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Москва хороолол",125,46
33,6487347,"2.8 сая ₮
Арцатын аманд 3 өрөө байр
3 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",46,34
23,6491607,"267 сая ₮
Яармаг глобал гарден 3 өрөө 76,3м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",101,24
43,6502496,"117.04 сая ₮
Чандмань апартмент 2 өрөө байр 53м2
5 өдрийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",60,44
45,6502510,"114.62 сая ₮ 142 сая ₮
21р хороололд 52м2 2 өрөө байр
5 өдрийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",60,46
16,6506161,"117.5 сая ₮ 126 сая ₮
10 хороололд 2 өрөө 51м2 байр
1 долоо хоногийн өмнө
УБ — Баянгол, 10-р хороолол",103,17
55,6508395,"450 сая ₮
Japan town 3 өрөө 79.9 мкв байр
4 өдрийн өмнө
УБ — Хан-Уул, Japan town",51,56
36,6517779,"260 сая ₮
Найрамдал зуслангийн хажууд 2 өрөө орон сууц
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, Найрамдал",126,37
28,6523883,"4.3 сая ₮
Dunjingaravt 3 oroo bair
1 долоо хоногийн өмнө
УБ — Баянзүрх",93,29
21,6530706,"2.2 сая ₮
Victoria town дуплекс 3 өрөө байр 89.3м2
Өнөөдөр
УБ — Хан-Уул, Нисэх",13,22
31,6538230,"1.6 Тэрбум ₮
Olympic residence 4 өрөө 205м2
Virtual tour
1 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",77,32
30,6539800,"3.5 сая ₮
Өгөөмөр захын ард 2 өрөө байр 55m2
2 долоо хоногийн өмнө
УБ — Баянзүрх, Өгөөмөр захын зүүн",114,31
19,6551241,"3.3 сая ₮ 4 сая ₮
Dream plazad 3 өрөө 117,47м2
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",36,20
27,6562505,"263.13 сая ₮
Дөлгөөн нуурт 75.18 мкв мастртай 3 өрөө байр
Өнөөдөр
УБ — Сүхбаатар, Сүхбаатар, Хороо 9",13,28
35,6570905,"Mandal
198 сая ₮
115-р сургуулийн баруун урд талд 3 өрөө орон сууц 76m2
3 өдрийн өмнө
УБ — Хан-Уул, UB Town",39,36
19,6574211,"480 сая ₮ 520 сая ₮
3 4 r horoolold 5 uruu duplex
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",101,20
46,6576964,"113.04 сая ₮
Их засгийн хажууд 47.1мкв 2 өрөө
2 долоо хоногийн өмнө
УБ — Баянзүрх, Сансар",125,47
32,6587996,"Remax HUB Tugsbileg
1.6 Тэрбум ₮ 1.7 Тэрбум ₮
Shangri-la mall-н зүүн талд olympic residence 4 өрөө байр
Virtual tour
6 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",72,33
39,6594936,"125 сая ₮ 150 сая ₮
Хангай хотхонд 2 өрөө 40м2 байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",96,40
29,6611131,"2.9 сая ₮
Худ яармагт хангарьд сити1 2өрөө байр 54,85м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",91,30
15,6618370,"4.5 сая ₮
Нутгийн буян happy residence 2 өрөө байр 54.1m2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",90,16
8,6627826,"146 сая ₮
Хангай хотхоны зүүн урд 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",79,9
56,6642607,"148 сая ₮ 163 сая ₮
Жаргалтай хотхонд 42.31мкв 2 өрөө
3 долоо хоногийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 9",134,57
16,6649686,"320 сая ₮
Tsagaan ord hothond 80m2 3 uruu bair
3 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",138,17
59,6649757,"2.6 сая ₮
Зэндмэнэ эрдэнэ хотхонд 54мкв 2 өрөө байр
3 өдрийн өмнө
УБ — Хан-Уул, Яармаг",44,60
