N,id,data,ad_page,ad_order
458,7532087,"Bota
120 сая ₮ 130 сая ₮
Схд, 1-р хороололд sunday 2-ын хойно 52.2м2 2 өрөө
2 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",108,4
459,7532729,"374 сая ₮
Сансарт 4 өрөө орон сууц 113.15м2
1 долоо хоногийн өмнө
УБ — Баянзүрх, Сансар",69,58
460,7534667,"560 сая ₮
Зайсанд golden vill хотхонд 5өрөө орон сууц . 168мкв
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",73,37
461,7535303,"1.35 Тэрбум ₮
Багатэнгэр апартмент 4 өрөө байр 192m2
4 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",139,18
462,7535362,"235 сая ₮ 260 сая ₮
Зайсан кfc-ийн зүүн талд 81.41 мкв 2 өрөө
2 өдрийн өмнө
УБ — Хан-Уул, Зайсан",20,9
463,7535720,"210 сая ₮
Зайсан, оргил супермаркетийн урд 62 мкв 2 өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",119,12
464,7535939,"136.6 сая ₮ 166.96 сая ₮
Худ 21р хороо нисэх 75.89мкв 3 өрөө байр
3 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",128,9
465,7536957,"2.65 сая ₮
Худ, 115-р сургуулийн урд, rosse village-д 124.4 мкв байр /граштай/
3 өдрийн өмнө
УБ — Хан-Уул, UB Town",24,24
466,7537585,"143 сая ₮
Нисэх гэгээн өргөө хотхонд 52.15мв 2 өрөө
Өчигдөр
УБ — Хан-Уул, Хан-Уул, Хороо 15",14,35
467,7538387,"3.7 сая ₮
Narnii horoolol 84.46мкв 3 oroo
3 долоо хоногийн өмнө
УБ — Баянгол, Нарны хороолол",132,43
468,7539691,"245.66 сая ₮
Garden hill хотхонд 76.77м2 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Нисэх",83,15
469,7541409,"370 сая ₮
Санто апартмент 3 өрөө орон сууц
4 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",42,43
470,7542872,"Remax Sky Munkhsolongo
130 сая ₮
Бгд 6 бичил хороолол 27-р байранд гал тогоо тусдаа 3 өрөө 40мкв
4 өдрийн өмнө
УБ — Баянгол, 6-р бичил",37,8
471,7543887,"155 сая ₮
Happy town хотхонд 61.77мкв 2 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 5",83,11
472,7545519,"87 сая ₮
Бзд 1 өрөө байр 34м2
2 долоо хоногийн өмнө
УБ — Баянзүрх, 16-р хороолол",118,4
473,7549263,"Daashka
412 сая ₮
Яармагийн hunnu tower 4 өрөө 112м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",76,42
474,7550535,"338 сая ₮
Модны2 Сapital town 3 өрөө 103м2 байр
1 долоо хоногийн өмнө
УБ — Баянгол, Баянгол, Хороо 17",65,9
475,7550691,"147 сая ₮
Мишээл хотхон эрэлийн урд 43мкв 2 өрөө
4 өдрийн өмнө
УБ — Хан-Уул, Мишээл",37,15
476,7553585,"167 сая ₮
Цайз зах sky residence хотхонд 2 өрөө байр 61м2
6 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",59,20
477,7554040,"285 сая ₮
115-р сургуулийн урд 3 өрөө орон сууц
2 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",116,22
478,7554166,"Remax HUB Batjargal
323.8 сая ₮
115р сургууль оранж тануны дэргэд 147 мкв 5 өрөө дуплекс
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",96,55
479,7555606,"3.3 сая ₮
Koyo townd 3 uruu 63.05m2 bair
2 долоо хоногийн өмнө
УБ — Баянгол, Алтай хотхон",110,7
480,7556089,"Remax Sky Ermuunzaya
1.9 Тэрбум ₮
Japan town c4 хотхон 4 өрөө 252м2 байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Japan town",89,56
481,7562100,"322.17 сая ₮
Дүнжингарав хотхонд 109 мкв 5 өрөө байр
Өнөөдөр
УБ — Баянзүрх, Баянзүрх, Хороо 26",7,48
482,7566000,"126 сая ₮
Хөх сувд хотхонд 2 өрөө орон сууц 45.м2
5 өдрийн өмнө
УБ — Баянгол, 3, 4 хороолол",48,40
483,7566611,"275 сая ₮
Сбд, баруун 4 зам голомт хотхонд 67мкв 2 өрөө
1 долоо хоногийн өмнө
УБ — Баянгол, Баруун 4 зам",96,28
484,7566739,"206 сая ₮
Бзд-н замын хойно, төв зам дагуу city-view apartment-д 65.21 м² 2 өрөө
6 өдрийн өмнө
УБ — Баянзүрх, 15-р хороолол",59,39
485,7567904,"2.9 сая ₮
Polaris apartment 3-өрөө jukow поларис жуков 3-өрөө
2 өдрийн өмнө
УБ — Баянзүрх, 15-р хороолол",23,26
486,7567961,"95 сая ₮
Golden park1 hothond 36 mk 1 uruu bair
6 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",60,42
487,7569187,"2.9 сая ₮
13-р хороолол натурын урд, сэлбэ хотхонд 126.8 м.кв 3 өрөө байр
3 цагийн өмнө
УБ — Баянзүрх, 13-р хороолол",4,8
488,7569762,"3.5 сая ₮
Алтай хотхонд 1 давхарын 3 өрөө орон сууц
5 өдрийн өмнө
УБ — Баянгол, Алтай хотхон",48,19
489,7569856,"Remax HUB Maya
350 сая ₮
Нисора тауэрт 105мк 4 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 1",68,21
490,7570870,"March Real Estate
3 сая ₮
Зайсанд 4 өрөө 144м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",61,14
491,7572151,"Daashka
1.45 Тэрбум ₮
Худ 17-хороо river garden1 хотхон 174мкв 5 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, River Garden",76,43
492,7572961,"96 сая ₮
Офицер-т 30мкв 1 өрөө байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",64,58
493,7574104,"5.5 сая ₮
Tokyo town -2 105м2 4өрөө байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",123,24
494,7574315,"Remax Sky Tuvshinbileg
455.33 сая ₮ 521.6 сая ₮
Гэгээнтэнд 94мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, 120 мянгат",79,3
495,7574982,"4.5 сая ₮
10-р хорооллын имартын урд 2 өрөө байр 43м2
4 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",45,14
496,7574990,"4.5 сая ₮
10-р хорооллын имартын урд 1 өрөө байр 36.3м2
5 өдрийн өмнө
УБ — Баянгол, 10-р хороолол",50,2
497,7576308,"763 сая ₮
Натур тохилог 16 хотхонд 4 өрөө 218м2 байр
1 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",95,48
498,7577409,"6.6 сая ₮
Цэцээгүн хотхонд 4н өрөө байр 162м2
2 долоо хоногийн өмнө
УБ — Сүхбаатар",112,36
499,7578465,"278 сая ₮ 322 сая ₮
3,4-р хороолол 111 мкв 3 өрөө дуплекс
1 долоо хоногийн өмнө
УБ — Баянгол, 3, 4 хороолол",83,47
500,7579279,"Soyol
270.58 сая ₮
11-р хороолол, хөгжим бүжгийн ард, дүплекс 3 өрөө 75.16м2
4 өдрийн өмнө
УБ — Сүхбаатар",38,60
501,7579352,"Erdenechimeg Platin
245 сая ₮
Сансар top town топ таун хотхонд 2 өрөө байр 63мкв
Virtual tour
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 1",111,33
502,7580997,"3.85 сая ₮
Сансар тал топ таун 3 өрөө
Virtual tour
6 өдрийн өмнө
УБ — Баянзүрх, Сансар",58,28
503,7581222,"120 сая ₮
Шинэ үе хотхонд 38мкв 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, 14-р хороолол",127,4
504,7581567,"Munkhgerel
451.2 сая ₮
Гэгээнтэнд 3 өрөө 94м2 байр
Өнөөдөр
УБ — Хан-Уул, 120 мянгат",6,43
505,7582193,"Батцэцэг
451.2 сая ₮ 521.6 сая ₮
Гэгээтэн хотхонд 94мкв 3 өрөө байр
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",94,32
506,7583376,"250 сая ₮
Astra river view 3 өрөө 76.46м2 байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Мишээл",109,37
507,7583968,"Remax Sky Onon
1.3 Тэрбум ₮
River garden 1 хотхонд 174,2 мкв 5 өрөө
5 өдрийн өмнө
УБ — Хан-Уул, River Garden",56,24
508,7584163,"720 сая ₮
One residence хотхонд 120мкв 3 өрөө
5 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 1",54,44
509,7584559,"228 сая ₮ 244 сая ₮
Яармаг фермерүүд захын баруун талд 3 өрөө байр 84.5мкв
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",99,35
510,7584725,"5.3 сая ₮
Глобал таун global town 2 өрөө 65.45м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хурд",114,39
511,7585206,"166.8 сая ₮
Цайз захын хажууд Sky residence2 2 өрөө 61.77m2 байр
4 өдрийн өмнө
УБ — Баянзүрх, 16-р хороолол",43,11
512,7586449,"REMAX Tseeye
185 сая ₮
Жуков поларис апартмент-1 с блок дээр 3 өрөө байр
2 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 5",121,42
513,7586658,"547.2 сая ₮
Кинг тауэрт 5 ээлжийн 114мкв 3 өрөө байр
3 өдрийн өмнө
УБ — Хан-Уул, King Tower",30,52
514,7588237,"PEACE PROPERTY LLC
215 сая ₮
6р сургуулийн урд 60мкв 2өрөө байр
5 өдрийн өмнө
УБ — Сүхбаатар, Сүхбаатар, Хороо 5",48,6
515,7588257,"200 сая ₮
Сансарын хоме плазагийн хойно 3 өрөө 79.28м2
3 өдрийн өмнө
УБ — Баянзүрх, 15-р хороолол",31,12
516,7588272,"5.9 сая ₮
Зайсанд тансаг зэрэглэлийн будда виста хотхонд 236мкв 7 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",63,36
517,7588341,"479.7 сая ₮
Зайсан seven star 106мкв 4 өрөө
1 долоо хоногийн өмнө
УБ — Хан-Уул, Зайсан",89,58
518,7588430,"376.56 сая ₮
Цэцэрлэгт хүрээлэнд global park.т 81.86мкв 3 өрөө
1 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",85,6
519,7588608,"340 сая ₮
Худ, шинэ дүр төрх хотхонд 4 өрөө
Өнөөдөр
УБ — Хан-Уул, Хан-Уул, Хороо 15",11,21
520,7589169,"Galbadrakh
424 сая ₮
Зайсан гэрэлт хотхонд 4 өрөө 99.47м2 байр
5 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",53,36
521,7590039,"92 сая ₮
Яармагийн 2-р буудалд 1 өрөө байр 28м2
2 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 4",103,20
522,7590063,"130 сая ₮
Схд, 1-р хороолол саппород 72м2 3 өрөө байр
1 цагийн өмнө
УБ — Сонгинохайрхан, 1-р хороолол",3,3
523,7591977,"3.85 сая ₮
Бзд топ таунд гал тогоо тусдаа 3 өрөө орон сууц
Virtual tour
1 долоо хоногийн өмнө
УБ — Баянзүрх, Офицер",69,50
524,7593182,"Remax Sky Munkhsolongo
452 сая ₮
Гэгээнтэн хотхонд 94мкв 3 өрөө байр
4 өдрийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 15",37,2
525,7593311,"150 сая ₮
3 өрөө байр
1 долоо хоногийн өмнө
Дорноговь, Дорноговь",61,36
526,7593569,"370 сая ₮
Бзд 26р хороо sunrise town мастер унтлагын өрөөтэй 107мкв 3 өрөө байр
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",50,37
527,7593623,"tseegii
7.5 сая ₮
Хотын ааа бүс, avenue residence, 3 өрөө
Өчигдөр
УБ — Сүхбаатар",14,58
528,7593911,"360 сая ₮
Удирдлагын академийн урд 3 өрөө 98.55м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Хан-Уул, Хороо 11",69,36
529,7594762,"150 сая ₮
Paradise apartment 3 uruu 62.62m2
5 өдрийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 13",48,7
530,7596754,"170 сая ₮
Халдвартын эцэст цагаан хуаран хотхонд 53.87мкв 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Баянзүрх, 14-р хороолол",132,47
531,7597621,"3 сая ₮
2өрөө байр
3 долоо хоногийн өмнө
УБ — Баянзүрх, 14-р хороолол",130,54
532,7598429,"2.7 сая ₮
Гангарын шинэ амгалан хороолол 5р ээлж evergreen apartment 57.88мкв 3 өрөө
5 өдрийн өмнө
УБ — Баянзүрх, Амгалан",50,38
533,7601217,"150 сая ₮
Ханбогд хороолол 2 өрөө байр 52.01м2
1 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",69,14
534,7601771,"2.4 сая ₮ 2.8 сая ₮
21-р хороолол чандмань апартмент 1р блок 51.4 мкв 2 өрөө байр
3 долоо хоногийн өмнө
УБ — Сонгинохайрхан, 21-р хороолол",129,11
535,7601948,"357 сая ₮
Хотын төвд зүүн 4 замд 65мкв 3 өрөө орон сууц
3 долоо хоногийн өмнө
УБ — Баянзүрх, 13-р хороолол",136,28
536,7602133,"133 сая ₮
100 айлд 2 өрөө 54.27м2
2 долоо хоногийн өмнө
УБ — Сүхбаатар, 100 айл",100,58
537,7604183,"300.53 сая ₮
Crystal town бзд 25-р хороо 2 өрөө
3 долоо хоногийн өмнө
УБ — Баянзүрх, Баянзүрх, Хороо 26",131,42
538,7605197,"117 сая ₮
Яармагт 2 өрөө 54.44м.кв байр
2 долоо хоногийн өмнө
УБ — Хан-Уул, Яармаг",112,15
539,7605670,"Реалтор Баянтулга
2.5 сая ₮
Арцат апартмент-2 хотхонд 114.6 м2 3 өрөө байр
2 өдрийн өмнө
УБ — Хан-Уул, Яармаг",16,46
